ELEID,INDEX,KSATV,THETA_S,THETA_R,INFD,ALPA,BETA,HAREAF,KSATMACV
1290,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1291,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1292,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1293,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1294,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1295,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1296,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1297,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1298,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1299,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1300,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1301,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1302,206,0.7550684,0.45695984,0.01,0.1,5.58062,1.19389,0.01,75.5068
1303,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1304,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1305,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1306,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1307,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1308,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1309,23,0.53292653,0.42361447,0.01,0.1,4.90423,1.2317,0.01,53.2927
1310,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
1311,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1312,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1313,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1314,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
1315,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1316,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1317,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1318,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1319,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1320,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1321,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1322,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1323,68,0.4713236,0.43543669,0.01,0.1,5.09792,1.1376,0.01,47.1324
1324,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1325,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1326,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1327,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1328,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1329,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1330,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1331,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1332,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1333,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1334,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1335,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1336,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1337,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
1338,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
1339,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1340,66,0.55238053,0.40450533,0.01,0.1,6.59546,1.18734,0.01,55.2381
1341,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
1342,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1343,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
1344,35,0.42983979,0.43364018,0.01,0.1,4.83339,1.1503,0.01,42.984
1345,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1346,2,0.35545191,0.40859232,0.01,0.1,4.92606,1.1777,0.01,35.5452
1347,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1348,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1349,104,0.70308925,0.40409986,0.01,0.1,6.50735,1.23881,0.01,70.3089
1350,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1351,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1352,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1353,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1354,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1355,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
1356,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1357,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1358,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
1359,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1360,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1361,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1362,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1363,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1364,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1365,86,0.46838851,0.44305698,0.01,0.1,5.08437,1.16186,0.01,46.8389
1366,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1367,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1368,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1369,277,0.82596607,0.47022063,0.01,0.1,4.64809,1.18445,0.01,82.5966
1370,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1371,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1372,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
1373,76,0.56117221,0.41366132,0.01,0.1,6.41335,1.1523,0.01,56.1172
1374,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1375,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
1376,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1377,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1378,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1379,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1380,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1381,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1382,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1383,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1384,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1385,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1386,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1387,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1388,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1389,293,0.68789761,0.42796024,0.01,0.1,5.57678,1.22195,0.01,68.7898
1390,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1391,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1392,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1393,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
1394,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1395,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1396,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1397,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1398,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1399,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1400,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1401,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1402,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1403,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1404,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1405,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1406,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1407,32,0.36110928,0.41774832,0.01,0.1,4.79005,1.14446,0.01,36.1109
1408,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1409,104,0.70308925,0.40409986,0.01,0.1,6.50735,1.23881,0.01,70.3089
1410,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1411,59,0.66816279,0.40719219,0.01,0.1,6.73375,1.20183,0.01,66.8163
1412,42,0.42865449,0.40023471,0.01,0.1,5.7151,1.16295,0.01,42.8654
1413,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1414,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1415,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1416,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1417,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1418,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1419,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1420,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
1421,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
1422,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1423,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
1424,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1425,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
1426,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1427,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1428,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1429,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
1430,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1431,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1432,294,0.92871043,0.45589602,0.01,0.1,5.14967,1.24573,0.01,92.871
1433,357,1.11125914,0.47766062,0.01,0.1,4.42469,1.24202,0.01,111.1259
1434,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1435,12,0.44376695,0.42129451,0.01,0.1,4.90501,1.21423,0.01,44.3767
1436,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1437,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1438,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1439,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1440,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1441,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1442,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1443,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1444,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1445,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1446,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1447,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1448,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
1449,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1450,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1451,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1452,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1453,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1454,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1455,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1456,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1457,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1458,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1459,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1460,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1461,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1462,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1463,168,0.72186609,0.46114272,0.01,0.1,4.76788,1.2074,0.01,72.1866
1464,204,0.89024634,0.4579157,0.01,0.1,6.18622,1.1757,0.01,89.0246
1465,206,0.7550684,0.45695984,0.01,0.1,5.58062,1.19389,0.01,75.5068
1466,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1467,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1468,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1469,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1470,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1471,63,0.61978946,0.41039658,0.01,0.1,6.70117,1.17373,0.01,61.9789
1472,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1473,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1474,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1475,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1476,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1477,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1478,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1479,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1480,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1481,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1482,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1483,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1484,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1485,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
1486,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
1487,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
1488,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
1489,86,0.46838851,0.44305698,0.01,0.1,5.08437,1.16186,0.01,46.8389
1490,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1491,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1492,199,0.67713567,0.46484232,0.01,0.1,4.74481,1.18179,0.01,67.7136
1493,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1494,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1495,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1496,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1497,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1498,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1499,114,0.86784986,0.44187079,0.01,0.1,6.36924,1.18526,0.01,86.785
1500,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
1501,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1502,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1503,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1504,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1505,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1506,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1507,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1508,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1509,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1510,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1511,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1512,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1513,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1514,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1515,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1516,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1517,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
1518,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1519,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1520,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1521,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1522,278,0.72962621,0.46780395,0.01,0.1,4.34543,1.20264,0.01,72.9626
1523,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1524,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
1525,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1526,269,0.90209668,0.46614477,0.01,0.1,4.85669,1.20663,0.01,90.2097
1527,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1528,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1529,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1530,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1531,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1532,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1533,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1534,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
1535,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1536,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1537,284,1.04604954,0.48183089,0.01,0.1,4.40328,1.21333,0.01,104.605
1538,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1539,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1540,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1541,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1542,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
1543,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1544,297,0.64032957,0.43163531,0.01,0.1,5.5498,1.19213,0.01,64.033
1545,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1546,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1547,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1548,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1549,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1550,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1551,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1552,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1553,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1554,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1555,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1556,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1557,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
1558,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1559,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1560,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1561,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
1562,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1563,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1564,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1565,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1566,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1567,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
1568,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1569,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1570,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1571,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
1572,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
1573,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1574,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1575,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1576,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1577,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
1578,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
1579,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1580,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1581,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
1582,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1583,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
1584,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1585,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1586,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1587,199,0.67713567,0.46484232,0.01,0.1,4.74481,1.18179,0.01,67.7136
1588,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
1589,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1590,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1591,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1592,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1593,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1594,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1595,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1596,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1597,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
1598,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
1599,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
1600,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
1601,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
1602,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
1603,34,0.40765747,0.40982161,0.01,0.1,5.68192,1.15597,0.01,40.7657
1604,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
1605,42,0.42865449,0.40023471,0.01,0.1,5.7151,1.16295,0.01,42.8654
1606,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
