ELEID,INDEX,KSATV,THETA_S,THETA_R,INFD,ALPA,BETA,HAREAF,KSATMACV
647,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
648,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
649,312,0.88517814,0.47259318,0.01,0.1,5.27573,1.19752,0.01,88.5178
650,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
651,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
652,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
653,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
654,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
655,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
656,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
657,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
658,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
659,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
660,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
661,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
662,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
663,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
664,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
665,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
666,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
667,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
668,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
669,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
670,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
671,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
672,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
673,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
674,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
675,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
676,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
677,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
678,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
679,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
680,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
681,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
682,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
683,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
684,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
685,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
686,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
687,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
688,39,0.48899253,0.39418559,0.01,0.1,5.5498,1.22603,0.01,48.8993
689,76,0.56117221,0.41366132,0.01,0.1,6.41335,1.1523,0.01,56.1172
690,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
691,36,0.446469,0.41608914,0.01,0.1,5.5519,1.1473,0.01,44.6469
692,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
693,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
694,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
695,41,0.53144617,0.43198099,0.01,0.1,5.53882,1.15325,0.01,53.1446
696,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
697,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
698,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
699,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
700,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
701,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
702,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
703,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
704,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
705,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
706,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
707,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
708,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
709,76,0.56117221,0.41366132,0.01,0.1,6.41335,1.1523,0.01,56.1172
710,114,0.86784986,0.44187079,0.01,0.1,6.36924,1.18526,0.01,86.785
711,59,0.66816279,0.40719219,0.01,0.1,6.73375,1.20183,0.01,66.8163
712,42,0.42865449,0.40023471,0.01,0.1,5.7151,1.16295,0.01,42.8654
713,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
714,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
715,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
716,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
717,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
718,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
719,45,0.44253425,0.42871327,0.01,0.1,5.53971,1.1417,0.01,44.2534
720,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
721,14,0.39393485,0.42726889,0.01,0.1,5.05111,1.15763,0.01,39.3935
722,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
723,37,0.48705394,0.4256097,0.01,0.1,5.78832,1.16073,0.01,48.7054
724,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
725,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
726,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
727,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
728,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
729,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
730,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
731,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
732,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
733,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
734,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
735,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
736,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
737,238,1.12179668,0.45705573,0.01,0.1,5.93583,1.21865,0.01,112.1797
738,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
739,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
740,34,0.40765747,0.40982161,0.01,0.1,5.68192,1.15597,0.01,40.7657
741,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
742,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
743,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
744,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
745,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
746,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
747,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
748,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
749,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
750,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
751,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
752,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
753,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
754,137,0.64781907,0.43511392,0.01,0.1,5.59398,1.22179,0.01,64.7819
755,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
756,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
757,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
758,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
759,79,0.50142804,0.43985901,0.01,0.1,5.10909,1.18592,0.01,50.1428
760,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
761,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
762,17,0.54866545,0.41963533,0.01,0.1,5.6209,1.21845,0.01,54.8665
763,137,0.64781907,0.43511392,0.01,0.1,5.59398,1.22179,0.01,64.7819
764,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
765,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
766,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
767,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
768,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
769,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
770,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
771,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
772,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
773,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
774,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
775,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
776,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
777,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
778,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
779,16,0.45243161,0.40818686,0.01,0.1,4.86026,1.22652,0.01,45.2432
780,12,0.44376695,0.42129451,0.01,0.1,4.90501,1.21423,0.01,44.3767
781,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
782,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
783,200,0.83719832,0.46318314,0.01,0.1,5.30305,1.18536,0.01,83.7198
784,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
785,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
786,275,0.9708216,0.43495507,0.01,0.1,6.18502,1.24896,0.01,97.0822
787,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
788,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
789,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
790,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
791,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
792,302,1.16730723,0.4534682,0.01,0.1,5.73626,1.25407,0.01,116.7307
793,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
794,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
795,230,1.05228457,0.46075532,0.01,0.1,5.90711,1.19165,0.01,105.2285
796,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
797,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
798,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
799,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
800,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
801,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
802,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
803,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
804,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
805,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
806,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
807,45,0.44253425,0.42871327,0.01,0.1,5.53971,1.1417,0.01,44.2534
808,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
809,118,0.82818021,0.41952747,0.01,0.1,6.41865,1.24426,0.01,82.818
810,40,0.46340398,0.39715412,0.01,0.1,5.74289,1.19017,0.01,46.3404
811,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
812,44,0.51238955,0.4073938,0.01,0.1,6.56355,1.16126,0.01,51.239
813,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
814,1,0.43947433,0.40693314,0.01,0.1,5.70954,1.1812,0.01,43.9474
815,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
816,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
817,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
818,231,0.97782032,0.47892024,0.01,0.1,4.90958,1.19064,0.01,97.782
819,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
820,34,0.40765747,0.40982161,0.01,0.1,5.68192,1.15597,0.01,40.7657
821,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
822,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
823,230,1.05228457,0.46075532,0.01,0.1,5.90711,1.19165,0.01,105.2285
824,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
825,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
826,184,0.57286552,0.46200269,0.01,0.1,4.969,1.16666,0.01,57.2866
827,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
828,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
829,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
830,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
831,41,0.53144617,0.43198099,0.01,0.1,5.53882,1.15325,0.01,53.1446
832,39,0.48899253,0.39418559,0.01,0.1,5.5498,1.22603,0.01,48.8993
833,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
834,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
835,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
836,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
837,51,0.59784619,0.4424439,0.01,0.1,5.00255,1.20186,0.01,59.7846
838,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
839,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
840,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
841,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
842,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
843,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
844,198,0.7082806,0.46034351,0.01,0.1,5.55362,1.16994,0.01,70.8281
845,288,0.96168763,0.46212925,0.01,0.1,4.8803,1.23574,0.01,96.1688
846,270,0.75045097,0.44732143,0.01,0.1,5.29698,1.19882,0.01,75.0451
847,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
848,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
849,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
850,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
851,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
852,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
853,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
854,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
855,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
856,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
857,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
858,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
859,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
860,17,0.54866545,0.41963533,0.01,0.1,5.6209,1.21845,0.01,54.8665
861,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
862,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
863,17,0.54866545,0.41963533,0.01,0.1,5.6209,1.21845,0.01,54.8665
864,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
865,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
866,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
867,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
868,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
869,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
870,7,0.42319901,0.42422567,0.01,0.1,5.07567,1.18209,0.01,42.3199
871,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
872,35,0.42983979,0.43364018,0.01,0.1,4.83339,1.1503,0.01,42.984
873,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
874,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
875,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
876,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
877,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
878,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
879,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
880,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
881,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
882,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
883,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
884,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
885,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
886,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
887,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
888,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
889,17,0.54866545,0.41963533,0.01,0.1,5.6209,1.21845,0.01,54.8665
890,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
891,2,0.35545191,0.40859232,0.01,0.1,4.92606,1.1777,0.01,35.5452
892,9,0.42995675,0.41127919,0.01,0.1,5.02935,1.19145,0.01,42.9957
893,172,0.92906688,0.4383569,0.01,0.1,6.4002,1.2128,0.01,92.9067
894,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
895,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
896,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
897,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
898,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
899,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
900,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
901,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
902,17,0.54866545,0.41963533,0.01,0.1,5.6209,1.21845,0.01,54.8665
903,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
904,206,0.7550684,0.45695984,0.01,0.1,5.58062,1.19389,0.01,75.5068
905,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
906,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
907,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
908,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
909,104,0.70308925,0.40409986,0.01,0.1,6.50735,1.23881,0.01,70.3089
910,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
911,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
912,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
913,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
914,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
915,20,0.49310491,0.4128244,0.01,0.1,5.80106,1.16803,0.01,49.3105
916,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
917,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
918,18,0.58491054,0.4285615,0.01,0.1,5.78739,1.17383,0.01,58.4911
919,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
920,230,1.05228457,0.46075532,0.01,0.1,5.90711,1.19165,0.01,105.2285
921,19,0.32971807,0.41148079,0.01,0.1,4.90223,1.15296,0.01,32.9718
922,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
923,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
924,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
925,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
926,16,0.45243161,0.40818686,0.01,0.1,4.86026,1.22652,0.01,45.2432
927,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
928,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
929,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
930,289,0.80338682,0.44349161,0.01,0.1,5.32273,1.22838,0.01,80.3387
931,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
932,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
933,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
934,3,0.52323562,0.42256648,0.01,0.1,5.81646,1.18567,0.01,52.3236
935,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
936,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
937,13,0.4624467,0.40415674,0.01,0.1,5.51758,1.21439,0.01,46.2447
938,60,0.61995658,0.43819983,0.01,0.1,5.7886,1.18958,0.01,61.9957
939,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
940,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
941,69,0.78979529,0.42277454,0.01,0.1,6.64197,1.20762,0.01,78.9795
942,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
943,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
944,170,0.89250221,0.45948354,0.01,0.1,5.32884,1.21148,0.01,89.2502
945,86,0.46838851,0.44305698,0.01,0.1,5.08437,1.16186,0.01,46.8389
946,10,0.47308239,0.43022069,0.01,0.1,5.0503,1.17047,0.01,47.3082
947,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
948,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
949,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
950,58,0.55937828,0.40652768,0.01,0.1,5.63327,1.23098,0.01,55.9378
951,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
952,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
953,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
954,6,0.39882895,0.41448358,0.01,0.1,5.00502,1.16479,0.01,39.8829
955,24,0.65890074,0.42195528,0.01,0.1,5.62,1.23625,0.01,65.8901
956,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
957,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
958,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
959,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
960,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
961,50,0.73916624,0.44078471,0.01,0.1,5.6679,1.20583,0.01,73.9166
962,138,0.77238633,0.43738289,0.01,0.1,5.47733,1.24079,0.01,77.2386
963,48,0.55845359,0.44595779,0.01,0.1,4.97835,1.17573,0.01,55.8454
964,87,0.69046194,0.44429861,0.01,0.1,5.64047,1.17918,0.01,69.0462
965,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
966,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
967,12,0.44376695,0.42129451,0.01,0.1,4.90501,1.21423,0.01,44.3767
968,4,0.50822617,0.42686154,0.01,0.1,5.07485,1.19693,0.01,50.8226
969,5,0.62836167,0.42520236,0.01,0.1,5.81553,1.20081,0.01,62.8362
970,11,0.53159077,0.40962,0.01,0.1,5.82926,1.19521,0.01,53.1591
971,85,0.55622659,0.42628546,0.01,0.1,6.32696,1.1465,0.01,55.6227
