date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2017-12-15,Millet (white) - Retail,3.5 KG,cereals and tubers,413.0,SSP,South Sudan,,2750,Torit,1786,146,15,47,1,1786_146_15_47,
2018-01-15,Millet (white) - Retail,3.5 KG,cereals and tubers,237.0,SSP,South Sudan,,2750,Torit,1786,146,15,47,1,1786_146_15_47,
2018-03-15,Millet (white) - Retail,3.5 KG,cereals and tubers,305.0,SSP,South Sudan,,2750,Torit,1786,146,15,47,1,1786_146_15_47,
2018-04-15,Millet (white) - Retail,3.5 KG,cereals and tubers,292.5,SSP,South Sudan,,2750,Torit,1786,146,15,47,1,1786_146_15_47,
2014-08-15,Sesame - Retail,3.5 KG,pulses and nuts,37.5,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2014-09-15,Sesame - Retail,3.5 KG,pulses and nuts,35.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2014-10-15,Sesame - Retail,3.5 KG,pulses and nuts,37.5,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2014-11-15,Sesame - Retail,3.5 KG,pulses and nuts,40.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2014-12-15,Sesame - Retail,3.5 KG,pulses and nuts,19.5,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2015-01-15,Sesame - Retail,3.5 KG,pulses and nuts,33.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2015-02-15,Sesame - Retail,3.5 KG,pulses and nuts,31.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2015-03-15,Sesame - Retail,3.5 KG,pulses and nuts,25.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2015-04-15,Sesame - Retail,3.5 KG,pulses and nuts,33.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2016-01-15,Sesame - Retail,3.5 KG,pulses and nuts,90.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2016-03-15,Sesame - Retail,3.5 KG,pulses and nuts,100.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2016-04-15,Sesame - Retail,3.5 KG,pulses and nuts,121.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2016-05-15,Sesame - Retail,3.5 KG,pulses and nuts,115.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2016-07-15,Sesame - Retail,3.5 KG,pulses and nuts,100.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-02-15,Sesame - Retail,3.5 KG,pulses and nuts,425.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-03-15,Sesame - Retail,3.5 KG,pulses and nuts,443.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-04-15,Sesame - Retail,3.5 KG,pulses and nuts,425.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-05-15,Sesame - Retail,3.5 KG,pulses and nuts,400.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-06-15,Sesame - Retail,3.5 KG,pulses and nuts,240.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-07-15,Sesame - Retail,3.5 KG,pulses and nuts,540.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-08-15,Sesame - Retail,3.5 KG,pulses and nuts,775.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-10-15,Sesame - Retail,3.5 KG,pulses and nuts,525.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-11-15,Sesame - Retail,3.5 KG,pulses and nuts,200.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2017-12-15,Sesame - Retail,3.5 KG,pulses and nuts,300.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-01-15,Sesame - Retail,3.5 KG,pulses and nuts,338.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-03-15,Sesame - Retail,3.5 KG,pulses and nuts,305.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-04-15,Sesame - Retail,3.5 KG,pulses and nuts,425.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-06-15,Sesame - Retail,3.5 KG,pulses and nuts,450.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-07-15,Sesame - Retail,3.5 KG,pulses and nuts,975.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-08-15,Sesame - Retail,3.5 KG,pulses and nuts,650.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-09-15,Sesame - Retail,3.5 KG,pulses and nuts,800.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-10-15,Sesame - Retail,3.5 KG,pulses and nuts,750.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-12-15,Sesame - Retail,3.5 KG,pulses and nuts,200.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2019-03-15,Sesame - Retail,3.5 KG,pulses and nuts,1000.0,SSP,South Sudan,,2750,Torit,1786,156,15,47,5,1786_156_15_47,
2018-12-15,Salt - Retail,Day,miscellaneous food,100.0,SSP,South Sudan,,2750,Torit,1786,185,15,51,7,1786_185_15_51,
2019-03-15,Salt - Retail,KG,miscellaneous food,250.0,SSP,South Sudan,,2750,Torit,1786,185,15,5,7,1786_185_15_5,
2018-03-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,170.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-04-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,188.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-06-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,228.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-07-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,205.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-08-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,175.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-09-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,157.5,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-10-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,168.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2018-12-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,215.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2019-03-15,"Sugar (brown, imported) - Retail",KG,miscellaneous food,650.0,SSP,South Sudan,,2750,Torit,1786,223,15,5,7,1786_223_15_5,
2017-02-15,Fuel (diesel) - Retail,L,non-food,12.5,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-03-15,Fuel (diesel) - Retail,L,non-food,95.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-06-15,Fuel (diesel) - Retail,L,non-food,330.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-07-15,Fuel (diesel) - Retail,L,non-food,235.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-08-15,Fuel (diesel) - Retail,L,non-food,313.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-10-15,Fuel (diesel) - Retail,L,non-food,325.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-11-15,Fuel (diesel) - Retail,L,non-food,250.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-12-15,Fuel (diesel) - Retail,L,non-food,325.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-01-15,Fuel (diesel) - Retail,L,non-food,350.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-03-15,Fuel (diesel) - Retail,L,non-food,230.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-04-15,Fuel (diesel) - Retail,L,non-food,280.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-06-15,Fuel (diesel) - Retail,L,non-food,290.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-07-15,Fuel (diesel) - Retail,L,non-food,260.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-08-15,Fuel (diesel) - Retail,L,non-food,253.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-09-15,Fuel (diesel) - Retail,L,non-food,235.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-10-15,Fuel (diesel) - Retail,L,non-food,230.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2018-12-15,Fuel (diesel) - Retail,L,non-food,233.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2019-03-15,Fuel (diesel) - Retail,L,non-food,230.0,SSP,South Sudan,,2750,Torit,1786,284,15,15,8,1786_284_15_15,
2017-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,95.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,93.7,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,310.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,336.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,300.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,325.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,250.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2017-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,350.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,350.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,240.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,394.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,300.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,270.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,255.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,230.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,240.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,243.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2019-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,244.0,SSP,South Sudan,,2750,Torit,1786,285,15,15,8,1786_285_15_15,
2018-03-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,550.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-04-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,600.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-06-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,700.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-07-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,500.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-08-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,1000.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-09-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,1000.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-10-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,1000.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-12-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,1000.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2019-03-15,"Wage (non-qualified labour, non-agricultural) - Retail",Day,non-food,1000.0,SSP,South Sudan,,2750,Torit,1786,465,15,51,8,1786_465_15_51,
2018-03-15,"Fuel (diesel, parallel market) - Retail",L,non-food,350.0,SSP,South Sudan,,2750,Torit,1786,505,15,15,8,1786_505_15_15,
2018-04-15,"Fuel (diesel, parallel market) - Retail",L,non-food,255.0,SSP,South Sudan,,2750,Torit,1786,505,15,15,8,1786_505_15_15,
2018-06-15,"Fuel (diesel, parallel market) - Retail",L,non-food,500.0,SSP,South Sudan,,2750,Torit,1786,505,15,15,8,1786_505_15_15,
2018-04-15,"Fuel (petrol-gasoline, parallel market) - Retail",L,non-food,394.0,SSP,South Sudan,,2750,Torit,1786,506,15,15,8,1786_506_15_15,
2018-06-15,"Fuel (petrol-gasoline, parallel market) - Retail",L,non-food,600.0,SSP,South Sudan,,2750,Torit,1786,506,15,15,8,1786_506_15_15,
2018-03-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",7475.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-04-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",9050.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-06-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",14600.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-07-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",12000.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-08-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",8000.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-09-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",9000.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-10-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",5250.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-12-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",13750.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2019-03-15,"Livestock (sheep, medium-sized male) - Retail",Head,"meat, fish and eggs",14000.0,SSP,South Sudan,,2750,Torit,1786,507,15,61,2,1786_507_15_61,
2018-03-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,7650.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-04-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,10375.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-06-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,17000.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-07-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,15000.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-08-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,10000.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-09-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,11625.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-10-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,6125.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2018-12-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,15250.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2019-03-15,"Livestock (goat, medium-sized male) - Retail",Head,non-food,14100.0,SSP,South Sudan,,2750,Torit,1786,508,15,61,8,1786_508_15_61,
2014-08-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,9.625,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2014-09-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,9.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2014-10-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,9.45,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2014-12-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,10.5,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2015-02-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,7.8,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2015-03-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,7.7,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2016-01-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,33.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2016-05-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,50.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2016-07-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,38.75,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2016-08-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,10.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-04-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,286.5,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-05-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,360.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-06-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,370.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-07-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,349.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-08-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,270.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-10-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,270.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-11-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,170.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2017-12-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,150.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2018-01-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,157.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2018-03-15,"Sorghum (white, imported) - Retail",3.5 KG,cereals and tubers,248.0,SSP,South Sudan,,2750,Torit,1786,510,15,47,1,1786_510_15_47,
2019-03-15,Sorghum (local) - Wholesale,50 KG,cereals and tubers,3780.0,SSP,South Sudan,,2750,Torit,1786,511,14,22,1,1786_511_14_22,
2018-04-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,255.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-06-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,350.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-07-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,300.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-08-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,235.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-09-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,200.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-10-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,215.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-12-15,Sorghum (local) - Retail,3.5 KG,cereals and tubers,288.0,SSP,South Sudan,,2750,Torit,1786,511,15,47,1,1786_511_15_47,
2018-03-15,Rice - Retail,KG,cereals and tubers,288.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-04-15,Rice - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-06-15,Rice - Retail,KG,cereals and tubers,300.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-07-15,Rice - Retail,KG,cereals and tubers,283.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-08-15,Rice - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-09-15,Rice - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-10-15,Rice - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-12-15,Rice - Retail,KG,cereals and tubers,220.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2019-03-15,Rice - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2751,Bor,1386,52,15,5,1,1386_52_15_5,
2018-03-15,Maize meal - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2018-04-15,Maize meal - Retail,KG,cereals and tubers,250.0,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2018-08-15,Maize meal - Retail,KG,cereals and tubers,188.0,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2018-09-15,Maize meal - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2018-10-15,Maize meal - Retail,KG,cereals and tubers,187.5,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2018-12-15,Maize meal - Retail,KG,cereals and tubers,140.0,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2019-03-15,Maize meal - Retail,KG,cereals and tubers,200.0,SSP,South Sudan,,2751,Bor,1386,54,15,5,1,1386_54_15_5,
2009-05-15,Wheat flour - Retail,KG,cereals and tubers,4.75,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-06-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-07-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-08-15,Wheat flour - Retail,KG,cereals and tubers,3.5,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-09-15,Wheat flour - Retail,KG,cereals and tubers,4.6667,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-10-15,Wheat flour - Retail,KG,cereals and tubers,3.75,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-11-15,Wheat flour - Retail,KG,cereals and tubers,3.5,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2009-12-15,Wheat flour - Retail,KG,cereals and tubers,3.75,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-01-15,Wheat flour - Retail,KG,cereals and tubers,4.5,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-02-15,Wheat flour - Retail,KG,cereals and tubers,3.5,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-03-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-04-15,Wheat flour - Retail,KG,cereals and tubers,3.4,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-05-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-06-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-07-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-08-15,Wheat flour - Retail,KG,cereals and tubers,3.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-09-15,Wheat flour - Retail,KG,cereals and tubers,3.3333,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-10-15,Wheat flour - Retail,KG,cereals and tubers,3.5,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-11-15,Wheat flour - Retail,KG,cereals and tubers,4.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2010-12-15,Wheat flour - Retail,KG,cereals and tubers,5.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2011-01-15,Wheat flour - Retail,KG,cereals and tubers,5.5,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
2011-02-15,Wheat flour - Retail,KG,cereals and tubers,4.0,SSP,South Sudan,,2751,Bor,1386,58,15,5,1,1386_58_15_5,
